temperature,pressure,humidity,wind_direction,wind_speed,weather_condition
289.29,1013.0,100.0,70.0,2.0,rain
288.94,1013.0,87.0,70.0,4.0,rain
287.95,1011.0,87.0,70.0,3.0,rain
288.51,1015.0,87.0,120.0,4.0,rain
286.35,1020.0,93.0,110.0,2.0,rain
289.02,1020.0,88.0,100.0,3.0,rain
289.02,1019.0,88.0,120.0,4.0,rain
288.95,1019.0,93.0,110.0,3.0,rain
294.86,1017.0,73.0,220.0,1.0,rain
295.75,1014.0,73.0,200.0,2.0,rain
297.37,1014.0,25.0,270.0,4.0,rain
297.23,1014.0,37.0,280.0,5.0,rain
285.68,1017.0,87.0,289.0,2.0,rain
290.14,1017.0,72.0,270.0,4.0,rain
295.67,1015.0,60.0,180.0,2.0,rain
295.83,1014.0,64.0,196.0,3.0,rain
295.96,1013.0,64.0,150.0,1.0,rain
289.3,1008.0,100.0,266.0,2.0,rain
293.58,1005.0,77.0,150.0,1.0,rain
288.62,1007.0,100.0,70.0,3.0,rain
288.8,1008.0,93.0,90.0,1.0,rain
288.7,1008.0,100.0,90.0,2.0,rain
289.29,1009.0,87.0,80.0,4.0,rain
287.36,1011.0,87.0,0.0,2.0,rain
286.01,1013.0,93.0,110.0,4.0,rain
283.9,1014.0,93.0,40.0,5.0,rain
293.5,1016.0,56.0,50.0,1.0,rain
290.21,1016.0,72.0,232.0,1.0,rain
291.51,1016.0,72.0,232.0,1.0,rain
297.44,1017.0,50.0,250.0,2.0,rain
295.0,1016.0,73.0,262.0,1.0,rain
296.46,1016.0,73.0,100.0,4.0,rain
300.54,1016.0,69.0,90.0,2.0,rain
292.42,1015.0,88.0,80.0,3.0,rain
296.82,1013.0,65.0,100.0,2.0,rain
292.72,1013.0,88.0,120.0,3.0,rain
293.72,1014.0,88.0,90.0,2.0,rain
297.29,1014.0,78.0,70.0,2.0,rain
298.66,1013.0,100.0,144.0,1.0,rain
296.15,1013.0,100.0,186.0,2.0,rain
303.58,1010.0,62.0,210.0,5.0,rain
302.82,1011.0,65.0,200.0,6.0,rain
295.15,1012.0,94.0,220.0,4.0,rain
294.72,1012.0,100.0,240.0,3.0,rain
296.16,1016.0,78.0,230.0,3.0,rain
297.22,1017.0,73.0,127.0,1.0,rain
298.82,1014.0,78.0,223.0,2.0,rain
296.77,1011.0,94.0,220.0,2.0,rain
297.15,1011.0,94.0,210.0,2.0,rain
297.29,1010.0,88.0,210.0,6.0,rain
297.82,1008.0,78.0,230.0,5.0,rain
302.31,1005.0,74.0,200.0,5.0,rain
301.37,1004.0,74.0,200.0,5.0,rain
299.23,1005.0,78.0,220.0,3.0,rain
295.76,1005.0,94.0,290.0,2.0,rain
299.07,1007.0,74.0,270.0,4.0,rain
295.77,1014.0,64.0,250.0,2.0,rain
291.37,1017.0,63.0,234.0,1.0,rain
290.08,1016.0,77.0,320.0,6.0,rain
291.29,1017.0,82.0,256.0,1.0,rain
292.87,1017.0,73.0,180.0,2.0,rain
295.14,1016.0,60.0,256.0,1.0,rain
297.37,1015.0,53.0,240.0,3.0,rain
303.89,1014.0,55.0,220.0,4.0,rain
299.62,1014.0,78.0,0.0,2.0,rain
301.55,1013.0,70.0,190.0,4.0,rain
302.02,1017.0,51.0,340.0,1.0,rain
296.16,1016.0,65.0,210.0,1.0,rain
294.94,1019.0,88.0,37.0,2.0,rain
296.42,1020.0,78.0,37.0,2.0,rain
301.66,1018.0,57.0,307.0,1.0,rain
298.28,1019.0,51.0,200.0,2.0,rain
299.15,1023.0,65.0,80.0,2.0,rain
293.28,1020.0,93.0,89.0,2.0,rain
293.76,1021.0,88.0,60.0,1.0,rain
295.09,1021.0,94.0,90.0,2.0,rain
295.86,1019.0,88.0,80.0,3.0,rain
295.15,1015.0,88.0,90.0,5.0,rain
294.61,1013.0,94.0,50.0,3.0,rain
294.36,1012.0,94.0,60.0,2.0,rain
296.72,1009.0,83.0,330.0,6.0,rain
295.35,1012.0,54.0,290.0,3.0,rain
296.84,1015.0,78.0,180.0,1.0,rain
298.94,1016.0,69.0,224.0,2.0,rain
298.42,1015.0,69.0,230.0,3.0,rain
303.52,1015.0,83.0,290.0,1.0,rain
298.85,1017.0,83.0,350.0,6.0,rain
295.84,1017.0,88.0,300.0,1.0,rain
295.58,1017.0,100.0,75.0,1.0,rain
295.75,1017.0,94.0,40.0,1.0,rain
296.01,1016.0,100.0,36.0,1.0,rain
295.86,1015.0,88.0,150.0,1.0,rain
295.48,1015.0,94.0,90.0,2.0,rain
295.49,1015.0,88.0,314.0,1.0,rain
295.15,1015.0,100.0,314.0,1.0,rain
295.15,1014.0,100.0,324.0,2.0,rain
295.01,1014.0,88.0,324.0,2.0,rain
302.47,1016.0,48.0,150.0,3.0,rain
300.62,1017.0,65.0,160.0,1.0,rain
299.52,1017.0,74.0,180.0,3.0,rain
298.98,1017.0,74.0,150.0,2.0,rain
298.23,1017.0,78.0,164.0,3.0,rain
298.81,1020.0,78.0,180.0,1.0,rain
296.99,1011.0,78.0,320.0,2.0,rain
301.97,1013.0,52.0,60.0,1.0,rain
304.91,1008.0,49.0,200.0,4.0,rain
295.82,1007.0,78.0,250.0,3.0,rain
299.06,1009.0,78.0,120.0,5.0,rain
295.07,1010.0,88.0,120.0,3.0,rain
295.79,1008.0,88.0,250.0,4.0,rain
296.73,1007.0,88.0,230.0,5.0,rain
291.25,1016.0,93.0,50.0,2.0,rain
296.41,1019.0,61.0,70.0,3.0,rain
296.74,1019.0,61.0,70.0,2.0,rain
296.74,1020.0,94.0,82.0,1.0,rain
296.89,1020.0,78.0,82.0,1.0,rain
292.4,1023.0,88.0,100.0,3.0,rain
292.23,1024.0,77.0,50.0,3.0,rain
296.73,1016.0,73.0,220.0,5.0,rain
298.6,1013.0,69.0,0.0,1.0,rain
298.69,1012.0,74.0,0.0,3.0,rain
297.97,1012.0,78.0,150.0,4.0,rain
297.16,1012.0,83.0,160.0,2.0,rain
301.15,1009.0,54.0,120.0,3.0,rain
301.33,1009.0,51.0,100.0,1.0,rain
297.79,1008.0,78.0,120.0,4.0,rain
297.06,1008.0,78.0,100.0,3.0,rain
296.88,1008.0,88.0,100.0,4.0,rain
295.88,1007.0,88.0,60.0,3.0,rain
292.41,1006.0,83.0,40.0,7.0,rain
292.07,1006.0,82.0,30.0,8.0,rain
292.33,1007.0,68.0,30.0,8.0,rain
292.24,1007.0,72.0,40.0,9.0,rain
293.64,1008.0,60.0,40.0,5.0,rain
296.06,1009.0,53.0,10.0,8.0,rain
296.47,1009.0,50.0,30.0,7.0,rain
289.69,1013.0,55.0,360.0,5.0,rain
289.06,1013.0,59.0,350.0,4.0,rain
288.4,1013.0,59.0,360.0,4.0,rain
287.81,1014.0,63.0,350.0,3.0,rain
297.23,1017.0,41.0,360.0,3.0,rain
298.4,1017.0,39.0,0.0,2.0,rain
299.24,1017.0,36.0,340.0,4.0,rain
299.73,1017.0,34.0,20.0,3.0,rain
300.14,1017.0,34.0,10.0,3.0,rain
303.9,1016.0,38.0,230.0,3.0,rain
304.56,1016.0,38.0,220.0,4.0,rain
298.08,1017.0,54.0,210.0,5.0,rain
297.43,1017.0,57.0,200.0,3.0,rain
296.07,1018.0,78.0,200.0,1.0,rain
295.34,1018.0,83.0,200.0,2.0,rain
295.24,1017.0,83.0,208.0,1.0,rain
294.97,1017.0,83.0,180.0,2.0,rain
300.96,1018.0,62.0,160.0,1.0,rain
294.73,1019.0,94.0,280.0,4.0,rain
294.57,1018.0,83.0,96.0,1.0,rain
293.33,1019.0,100.0,80.0,1.0,rain
292.99,1019.0,88.0,150.0,1.0,rain
292.74,1019.0,88.0,50.0,2.0,rain
300.88,1018.0,69.0,40.0,2.0,rain
300.32,1018.0,65.0,210.0,5.0,rain
296.58,1018.0,69.0,140.0,2.0,rain
295.89,1019.0,73.0,180.0,1.0,rain
295.07,1019.0,73.0,145.0,2.0,rain
295.34,1013.0,88.0,130.0,3.0,rain
292.97,1011.0,88.0,174.0,3.0,rain
293.15,1012.0,88.0,252.0,2.0,rain
295.06,1013.0,78.0,280.0,4.0,rain
296.99,1020.0,38.0,290.0,2.0,rain
297.41,1020.0,38.0,300.0,3.0,rain
293.49,1020.0,47.0,290.0,3.0,rain
292.41,1019.0,73.0,230.0,2.0,rain
292.41,1013.0,88.0,340.0,2.0,rain
300.56,1024.0,47.0,140.0,2.0,rain
293.4,1022.0,73.0,190.0,2.0,rain
299.15,1020.0,57.0,190.0,4.0,rain
295.33,1016.0,78.0,180.0,4.0,rain
294.7,1016.0,83.0,200.0,1.0,rain
294.06,1015.0,88.0,216.0,2.0,rain
296.65,1015.0,88.0,120.0,2.0,rain
296.24,1012.0,88.0,200.0,3.0,rain
296.24,1013.0,100.0,222.0,1.0,rain
296.43,1013.0,100.0,222.0,1.0,rain
296.07,1012.0,100.0,242.0,1.0,rain
297.99,1018.0,69.0,63.0,1.0,rain
298.74,1018.0,65.0,220.0,1.0,rain
298.83,1016.0,73.0,199.0,1.0,rain
298.16,1016.0,83.0,199.0,1.0,rain
296.08,1015.0,100.0,209.0,1.0,rain
295.58,1015.0,100.0,169.0,1.0,rain
295.25,1015.0,100.0,169.0,1.0,rain
293.74,1014.0,94.0,60.0,1.0,rain
297.06,1012.0,88.0,28.0,2.0,rain
297.24,1013.0,94.0,28.0,2.0,rain
294.31,1014.0,88.0,293.0,1.0,rain
302.58,1015.0,61.0,292.0,1.0,rain
302.32,1015.0,54.0,190.0,1.0,rain
298.99,1015.0,73.0,170.0,2.0,rain
297.57,1012.0,100.0,200.0,1.0,rain
298.49,1012.0,100.0,190.0,1.0,rain
300.96,1011.0,88.0,200.0,2.0,rain
302.48,1009.0,70.0,200.0,2.0,rain
302.93,1010.0,78.0,320.0,4.0,rain
296.16,1009.0,100.0,275.0,2.0,rain
296.15,1011.0,100.0,216.0,1.0,rain
300.32,1013.0,69.0,330.0,1.0,rain
295.58,1015.0,73.0,280.0,2.0,rain
294.67,1015.0,82.0,283.0,2.0,rain
296.82,1019.0,94.0,204.0,2.0,rain
295.74,1018.0,94.0,190.0,3.0,rain
298.66,1013.0,57.0,290.0,3.0,rain
288.82,1014.0,68.0,360.0,3.0,rain
290.33,1018.0,68.0,350.0,1.0,rain
290.32,1018.0,63.0,360.0,2.0,rain
289.82,1018.0,63.0,334.0,2.0,rain
291.82,1023.0,52.0,30.0,3.0,rain
290.4,1025.0,52.0,30.0,4.0,rain
290.98,1025.0,60.0,40.0,3.0,rain
290.07,1022.0,68.0,50.0,3.0,rain
290.15,1022.0,72.0,60.0,4.0,rain
290.23,1021.0,82.0,50.0,4.0,rain
290.65,1021.0,82.0,50.0,6.0,rain
289.42,1016.0,93.0,30.0,6.0,rain
289.24,1016.0,82.0,40.0,8.0,rain
289.4,1016.0,88.0,340.0,5.0,rain
289.06,1014.0,82.0,360.0,5.0,rain
298.07,1013.0,54.0,330.0,5.0,rain
297.82,1013.0,69.0,340.0,4.0,rain
294.87,1014.0,60.0,10.0,5.0,rain
293.32,1016.0,53.0,360.0,4.0,rain
287.24,1022.0,68.0,240.0,2.0,rain
286.65,1023.0,63.0,60.0,4.0,rain
289.15,1014.0,100.0,40.0,2.0,rain
289.97,1013.0,93.0,40.0,1.0,rain
290.15,1014.0,93.0,290.0,2.0,rain
292.82,1014.0,73.0,260.0,5.0,rain
293.74,1013.0,64.0,270.0,5.0,rain
292.48,1010.0,93.0,330.0,1.0,rain
292.32,1009.0,88.0,10.0,1.0,rain
292.15,1010.0,88.0,320.0,3.0,rain
292.23,1009.0,88.0,74.0,0.0,rain
291.58,1012.0,88.0,330.0,6.0,rain
290.34,1012.0,88.0,10.0,6.0,rain
289.87,1013.0,88.0,40.0,5.0,rain
290.34,1013.0,82.0,10.0,5.0,rain
294.15,1014.0,43.0,290.0,7.0,rain
296.99,1017.0,47.0,260.0,2.0,rain
295.87,1014.0,69.0,0.0,1.0,rain
298.57,1018.0,54.0,200.0,3.0,rain
297.5,1020.0,65.0,120.0,8.0,rain
295.61,1021.0,94.0,50.0,1.0,rain
292.73,1021.0,88.0,140.0,3.0,rain
298.31,1020.0,65.0,90.0,3.0,rain
294.4,1015.0,78.0,40.0,6.0,rain
295.15,1015.0,78.0,30.0,6.0,rain
297.73,1014.0,61.0,50.0,7.0,rain
297.52,1012.0,73.0,70.0,3.0,rain
295.97,1012.0,78.0,20.0,4.0,rain
293.96,1012.0,78.0,360.0,6.0,rain
292.32,1016.0,88.0,60.0,1.0,rain
286.99,1018.0,63.0,250.0,4.0,rain
287.9,1017.0,77.0,220.0,1.0,rain
290.06,1022.0,48.0,340.0,9.0,rain
289.66,1023.0,48.0,350.0,7.0,rain
291.73,1028.0,45.0,130.0,3.0,rain
290.68,1026.0,71.0,291.0,1.0,rain
295.56,1019.0,60.0,240.0,5.0,rain
294.4,1020.0,73.0,230.0,4.0,rain
295.71,1018.0,61.0,190.0,2.0,rain
294.24,1018.0,64.0,182.0,0.0,rain
299.14,1020.0,61.0,230.0,4.0,rain
295.79,1015.0,83.0,190.0,5.0,rain
296.35,1014.0,88.0,200.0,6.0,rain
297.24,1014.0,83.0,230.0,5.0,rain
297.33,1015.0,88.0,230.0,5.0,rain
297.7,1015.0,83.0,230.0,4.0,rain
298.48,1014.0,74.0,230.0,4.0,rain
296.24,1015.0,88.0,150.0,3.0,rain
296.42,1015.0,88.0,180.0,5.0,rain
296.07,1015.0,88.0,180.0,5.0,rain
291.9,1020.0,68.0,70.0,3.0,rain
292.82,1020.0,68.0,70.0,4.0,rain
295.79,1019.0,64.0,80.0,4.0,rain
294.98,1017.0,53.0,120.0,4.0,rain
288.9,1026.0,72.0,70.0,5.0,rain
290.927,1032.0,81.0,102.0,2.0,rain
289.65,1026.0,88.0,40.0,3.0,rain
289.48,1025.0,93.0,30.0,3.0,rain
289.48,1025.0,93.0,30.0,5.0,rain
289.4,1024.0,93.0,30.0,4.0,rain
290.48,1025.0,93.0,0.0,3.0,rain
291.06,1020.0,93.0,210.0,2.0,rain
293.51,1010.0,83.0,210.0,4.0,rain
291.06,1012.0,72.0,300.0,4.0,rain
290.32,1013.0,59.0,310.0,8.0,rain
287.57,1016.0,63.0,340.0,5.0,rain
294.9,1018.0,73.0,130.0,4.0,rain
295.15,1008.0,73.0,190.0,4.0,rain
294.9,1009.0,78.0,180.0,8.0,rain
294.06,1008.0,78.0,170.0,8.0,rain
294.15,1008.0,78.0,190.0,6.0,rain
294.61,1008.0,73.0,180.0,6.0,rain
285.91,1008.0,50.0,310.0,6.0,rain
285.07,1008.0,54.0,290.0,7.0,rain
285.41,1009.0,50.0,300.0,6.0,rain
289.15,1006.0,93.0,90.0,3.0,rain
287.23,983.0,82.0,270.0,2.0,rain
281.07,997.0,70.0,270.0,9.0,rain
282.9,1011.0,46.0,230.0,5.0,rain
286.06,1025.0,58.0,60.0,2.0,rain
287.13,1025.0,55.0,100.0,3.0,rain
294.48,1017.0,64.0,250.0,6.0,rain
290.88,1014.0,77.0,220.0,5.0,rain
292.32,1014.0,64.0,230.0,3.0,rain
281.15,1021.0,61.0,30.0,5.0,rain
277.82,1021.0,87.0,20.0,5.0,rain
284.07,1018.0,76.0,200.0,2.0,rain
276.25,1029.0,64.0,31.0,1.0,rain
276.52,1027.0,56.0,40.0,2.0,rain
276.57,1027.0,76.0,50.0,2.0,rain
276.9,1027.0,93.0,350.0,4.0,rain
278.05,1025.0,100.0,20.0,3.0,rain
278.47,1025.0,100.0,10.0,3.0,rain
281.25,1016.0,81.0,153.0,1.0,rain
281.15,1015.0,87.0,250.0,3.0,rain
281.56,1013.0,87.0,220.0,5.0,rain
285.66,1011.0,44.0,290.0,5.0,rain
278.98,1017.0,56.0,250.0,6.0,rain
282.25,1010.0,57.0,200.0,4.0,rain
282.06,1002.0,71.0,170.0,3.0,rain
287.97,996.0,67.0,210.0,9.0,rain
288.07,995.0,72.0,210.0,8.0,rain
284.82,995.0,62.0,280.0,13.0,rain
282.7,997.0,53.0,290.0,11.0,rain
282.48,999.0,50.0,280.0,10.0,rain
283.07,1001.0,73.0,300.0,13.0,rain
283.65,1002.0,73.0,280.0,12.0,rain
283.9,1002.0,40.0,300.0,9.0,rain
278.23,1021.0,38.0,280.0,7.0,rain
276.32,1021.0,70.0,180.0,3.0,rain
283.33,1015.0,71.0,180.0,2.0,rain
283.43,1014.0,76.0,180.0,2.0,rain
284.73,1014.0,66.0,320.0,6.0,rain
292.28,1020.0,94.0,100.0,2.0,rain
285.61,973.0,93.0,10.0,13.0,rain
286.2,970.0,93.0,10.0,14.0,rain
286.79,964.0,93.0,10.0,14.0,rain
284.95,988.0,87.0,210.0,7.0,rain
276.06,1013.0,86.0,70.0,8.0,rain
285.031,1023.0,84.0,191.0,5.0,rain
287.57099999999997,1020.0,75.0,158.0,4.0,rain
286.29,1019.0,85.0,177.0,3.0,rain
283.6825,1020.0,86.0,217.0,3.0,rain
274.501,1025.0,83.0,33.0,1.0,rain
275.4885,1024.0,48.0,64.0,2.0,rain
277.873,1023.0,77.0,194.0,3.0,rain
278.724,1021.0,44.0,190.0,4.0,rain
276.2465,1019.0,85.0,174.0,5.0,rain
280.04,1008.0,93.0,70.0,8.0,rain
279.34,1006.0,93.0,10.0,7.0,rain
279.34,1007.0,93.0,10.0,2.0,rain
289.08,1007.0,77.0,320.0,1.0,rain
293.66,1011.0,88.0,200.0,4.0,rain
293.44,1011.0,88.0,250.0,4.0,rain
297.41,1010.0,69.0,310.0,8.0,rain
292.51,1022.0,45.0,56.0,1.0,rain
295.8,1015.0,72.0,155.0,1.0,rain
302.16,1011.0,49.0,230.0,2.0,rain
298.44,1008.0,83.0,29.0,1.0,rain
295.95,1002.0,95.0,220.0,1.0,rain
302.39,992.0,49.0,220.0,3.0,rain
297.67,1015.0,89.0,256.0,3.0,rain
294.3,1015.0,74.0,27.0,2.0,rain
293.83,1005.0,89.0,42.0,1.0,rain
301.94,1012.0,52.0,293.0,1.0,rain
301.07,1012.0,54.0,32.0,1.0,rain
301.11,1010.0,55.0,131.0,0.0,rain
301.06,1009.0,78.0,134.0,0.0,rain
300.54,1009.0,56.0,142.0,1.0,rain
302.03,1003.0,90.0,227.0,1.0,rain
301.74,1003.0,61.0,264.0,2.0,rain
299.88,1012.0,66.0,235.0,1.0,rain
294.555,1009.0,95.0,270.0,2.0,rain
294.59,1009.0,95.0,326.0,1.0,rain
294.2095,1021.0,89.0,279.0,2.0,rain
299.51,1005.0,74.0,249.0,2.0,rain
298.11,1005.0,88.0,246.0,3.0,rain
296.235,1006.0,86.0,180.0,2.0,rain
295.44,1010.0,66.0,214.0,3.0,rain
293.34,1016.0,87.0,74.0,1.0,rain
293.86625,1018.0,86.0,109.0,1.0,rain
293.3,1007.0,78.0,310.0,7.0,rain
291.11,1012.0,93.0,296.0,3.0,rain
290.0355,1012.0,95.0,246.0,4.0,rain
289.3416,1011.0,94.0,246.0,5.0,rain
290.49033333299997,1019.0,97.0,307.0,2.0,rain
290.059666667,1019.0,96.0,315.0,2.0,rain
290.492,1015.0,77.0,322.0,3.0,rain
291.208333333,1021.0,79.0,321.0,3.0,rain
291.582666667,1021.0,76.0,318.0,3.0,rain
270.0,1031.0,68.0,300.0,2.0,rain
271.3055,1038.0,71.0,259.0,2.0,rain
273.72,1007.0,86.0,70.0,1.0,rain
279.75,1013.0,87.0,330.0,3.0,rain
280.53,1008.0,87.0,60.0,4.0,rain
281.68,1007.0,87.0,10.0,3.0,rain
279.8605,1039.0,96.0,90.0,4.0,rain
280.051,1039.0,96.0,86.0,4.0,rain
280.17400000000004,1038.0,97.0,86.0,4.0,rain
280.582,1038.0,96.0,86.0,4.0,rain
280.61,1038.0,98.0,87.0,4.0,rain
280.923,1037.0,98.0,87.0,4.0,rain
281.6925,1037.0,98.0,90.0,4.0,rain
281.85333333299997,1037.0,98.0,89.0,4.0,rain
282.470666667,1036.0,97.0,91.0,4.0,rain
290.0055,1026.0,97.0,175.0,5.0,rain
288.975,1026.0,98.0,165.0,4.0,rain
289.431,1025.0,97.0,180.0,4.0,rain
289.91200000000003,1025.0,98.0,174.0,4.0,rain
290.359666667,1024.0,97.0,195.0,4.0,rain
290.832333333,1023.0,97.0,197.0,4.0,rain
290.8175,1023.0,96.0,209.0,4.0,rain
291.452666667,1022.0,96.0,207.0,4.0,rain
291.600333333,1022.0,96.0,215.0,4.0,rain
292.3535,1022.0,93.0,228.0,3.0,rain
292.299333333,1022.0,93.0,235.0,3.0,rain
292.850666667,1022.0,91.0,246.0,2.0,rain
292.8725,1022.0,88.0,243.0,3.0,rain
293.600333333,1022.0,87.0,259.0,2.0,rain
293.798666667,1022.0,84.0,261.0,2.0,rain
293.9065,1021.0,85.0,237.0,2.0,rain
294.135,1021.0,80.0,247.0,2.0,rain
294.27299999999997,1020.0,80.0,232.0,2.0,rain
291.3855,1021.0,90.0,270.0,2.0,rain
292.532,1020.0,86.0,237.0,2.0,rain
290.653,1020.0,92.0,257.0,2.0,rain
291.048,1020.0,87.0,264.0,2.0,rain
288.411,1020.0,97.0,289.0,2.0,rain
288.048,1020.0,96.0,300.0,2.0,rain
287.878,1020.0,90.0,297.0,2.0,rain
297.69,1011.0,61.0,260.0,5.0,rain
293.19,1012.0,77.0,320.0,6.0,rain
288.47,1015.0,82.0,90.0,5.0,rain
292.30103645599996,1021.0,85.0,63.0,2.0,rain
292.187612985,1024.0,90.0,91.0,2.0,rain
290.97,1016.0,88.0,88.0,0.0,rain
294.122666557,1010.0,10.0,162.0,2.0,rain
293.781666667,1022.0,98.0,130.0,1.0,rain
294.67533333299997,1022.0,97.0,154.0,1.0,rain
297.880477714,1010.0,83.0,198.0,2.0,rain
298.372738857,1015.0,86.0,215.0,2.0,rain
297.670503687,1013.0,86.0,211.0,2.0,rain
298.458666667,1021.0,90.0,233.0,1.0,rain
298.052333333,1021.0,91.0,234.0,1.0,rain
300.297346742,1017.0,82.0,182.0,3.0,rain
297.8,1011.0,92.0,190.0,4.0,rain
302.64,1007.0,52.0,240.0,6.0,rain
297.17,1015.0,73.0,210.0,2.0,rain
296.2085,1016.0,84.0,200.0,2.0,rain
295.81266666700003,1015.0,87.0,202.0,2.0,rain
294.292333333,1015.0,93.0,203.0,2.0,rain
295.805,1015.0,89.0,219.0,2.0,rain
293.273666667,1014.0,98.0,215.0,2.0,rain
293.775333333,1014.0,98.0,225.0,2.0,rain
294.7475,1014.0,93.0,228.0,2.0,rain
295.092333333,1014.0,94.0,242.0,3.0,rain
295.907666667,1014.0,91.0,247.0,3.0,rain
295.7575,1014.0,89.0,244.0,3.0,rain
296.894666667,1014.0,85.0,252.0,4.0,rain
297.066333333,1014.0,83.0,252.0,4.0,rain
296.623,1014.0,83.0,257.0,4.0,rain
296.999666667,1014.0,80.0,255.0,4.0,rain
296.761333333,1014.0,79.0,258.0,5.0,rain
295.5075,1016.0,77.0,280.0,4.0,rain
295.607666667,1016.0,77.0,276.0,4.0,rain
294.69233333299997,1017.0,75.0,292.0,4.0,rain
295.3835,1017.0,66.0,289.0,4.0,rain
293.93266666700003,1019.0,67.0,311.0,4.0,rain
294.088333333,1019.0,60.0,315.0,4.0,rain
292.913,1020.0,67.0,315.0,3.0,rain
293.9855,1026.0,89.0,136.0,4.0,rain
293.593333333,1026.0,88.0,127.0,4.0,rain
292.697666667,1025.0,93.0,118.0,4.0,rain
292.813,1023.0,98.0,117.0,3.0,rain
294.458666667,1022.0,96.0,131.0,4.0,rain
294.141333333,1021.0,97.0,127.0,3.0,rain
294.2825,1021.0,97.0,190.0,3.0,rain
293.81233333299997,1020.0,98.0,164.0,3.0,rain
293.80066666700003,1019.0,98.0,205.0,2.0,rain
294.065,1020.0,97.0,203.0,3.0,rain
293.96133333299997,1018.0,98.0,258.0,2.0,rain
294.133666667,1018.0,97.0,270.0,2.0,rain
295.3555,1019.0,94.0,263.0,2.0,rain
295.178,1019.0,94.0,282.0,2.0,rain
296.05,1019.0,92.0,281.0,2.0,rain
296.4295,1019.0,90.0,280.0,3.0,rain
297.465666667,1019.0,87.0,280.0,2.0,rain
298.009333333,1019.0,85.0,279.0,3.0,rain
297.3705,1019.0,85.0,284.0,3.0,rain
298.308333333,1019.0,83.0,281.0,3.0,rain
298.063666667,1019.0,82.0,284.0,3.0,rain
296.39799999999997,1020.0,83.0,289.0,3.0,rain
296.627,1019.0,82.0,291.0,3.0,rain
295.435,1020.0,82.0,295.0,3.0,rain
295.954,1021.0,71.0,295.0,3.0,rain
294.191666667,1021.0,76.0,301.0,3.0,rain
294.140333333,1022.0,68.0,302.0,3.0,rain
292.9825,1022.0,73.0,303.0,3.0,rain
294.2415,1029.0,86.0,123.0,1.0,rain
292.600666667,1029.0,98.0,123.0,1.0,rain
292.261333333,1029.0,98.0,93.0,1.0,rain
292.4715,1029.0,98.0,136.0,1.0,rain
291.949,1029.0,99.0,82.0,1.0,rain
291.976,1029.0,99.0,101.0,1.0,rain
292.2095,1029.0,99.0,82.0,1.0,rain
292.167666667,1029.0,99.0,113.0,1.0,rain
292.332333333,1029.0,99.0,107.0,1.0,rain
293.101,1029.0,98.0,97.0,1.0,rain
293.064333333,1029.0,99.0,92.0,1.0,rain
293.631666667,1029.0,98.0,83.0,1.0,rain
293.5505,1028.0,99.0,93.0,1.0,rain
294.334,1029.0,98.0,78.0,1.0,rain
294.469,1028.0,99.0,81.0,1.0,rain
293.866,1028.0,99.0,76.0,1.0,rain
294.247,1028.0,100.0,82.0,1.0,rain
293.89,1028.0,100.0,80.0,1.0,rain
293.6015,1028.0,99.0,82.0,1.0,rain
293.221666667,1028.0,99.0,78.0,1.0,rain
292.910333333,1028.0,99.0,78.0,2.0,rain
292.75,1029.0,94.0,86.0,1.0,rain
292.388333333,1029.0,96.0,84.0,2.0,rain
292.177666667,1029.0,93.0,89.0,2.0,rain
291.63,1029.0,96.0,73.0,2.0,rain
295.2125,1029.0,96.0,225.0,1.0,rain
294.540666667,1029.0,99.0,214.0,1.0,rain
294.385333333,1029.0,99.0,226.0,1.0,rain
294.691,1029.0,99.0,216.0,1.0,rain
294.382,1029.0,99.0,236.0,1.0,rain
294.534,1029.0,99.0,233.0,1.0,rain
295.22700000000003,1029.0,98.0,239.0,1.0,rain
295.198666667,1029.0,98.0,234.0,1.0,rain
295.71133333299997,1029.0,98.0,237.0,1.0,rain
297.10900000000004,1029.0,94.0,229.0,1.0,rain
297.326666667,1029.0,95.0,235.0,1.0,rain
298.429333333,1028.0,92.0,231.0,1.0,rain
298.01,1028.0,92.0,236.0,1.0,rain
299.62,1028.0,88.0,229.0,1.0,rain
299.70799999999997,1027.0,88.0,230.0,1.0,rain
298.577,1027.0,91.0,229.0,1.0,rain
299.071333333,1027.0,89.0,232.0,1.0,rain
298.346666667,1027.0,90.0,232.0,1.0,rain
296.1495,1027.0,92.0,246.0,2.0,rain
295.392333333,1026.0,97.0,272.0,2.0,rain
295.672666667,1027.0,97.0,268.0,1.0,rain
297.6625,1026.0,94.0,267.0,1.0,rain
297.373,1027.0,94.0,262.0,1.0,rain
298.793,1027.0,92.0,260.0,1.0,rain
298.9755,1026.0,89.0,252.0,2.0,rain
300.808,1026.0,88.0,252.0,2.0,rain
301.403,1026.0,85.0,245.0,2.0,rain
301.1565,1025.0,82.0,249.0,2.0,rain
302.032,1025.0,80.0,239.0,2.0,rain
302.066,1024.0,77.0,240.0,2.0,rain
300.582,1024.0,80.0,236.0,2.0,rain
301.122,1024.0,75.0,237.0,2.0,rain
300.144,1024.0,76.0,235.0,2.0,rain
301.728,1024.0,65.0,251.0,3.0,rain
299.89599999999996,1024.0,70.0,242.0,3.0,rain
300.626,1024.0,64.0,252.0,3.0,rain
299.1455,1024.0,67.0,265.0,3.0,rain
301.3155,1030.0,75.0,191.0,2.0,rain
298.201333333,1030.0,92.0,197.0,1.0,rain
